English,Thai
happily,อย่างมีความสุข
steep,สูงชัน
fancy,ไม่ธรรมดา
counter,เคาน์เตอร์
listener,ผู้ฟัง
whip,แส้
public,สาธารณะ
drawer,ลิ้นชัก
heck,แฮก
developmental,เกี่ยวกับการพัฒนา
ideal,ในอุดมคติ
ash,เถ้า
socially,เกี่ยวกับสังคม
courtroom,ห้องพิจารณาคดี
stamp,ประทับ
solo,เดี่ยว
trainer,ผู้ฝึกสอน
induce,ชักชวน
anytime,ตลอดเวลา
morality,คุณธรรม
syrian,เกี่ยวกับซีเรีย
pipeline,ท่อส่ง
bride,เจ้าสาว
instant,ทันที
spark,จุดประกาย
doorway,ทางเข้า
interface,อินเตอร์เฟซ
learner,ผู้เรียน
casino,คาสิโน
placement,การวางตำแหน่ง
cord,สาย
fan,พัดลม
conception,ความคิด
flexibility,ความยืดหยุ่น
thou,เจ้า
tax,ภาษี
elegant,สง่างาม
flaw,ข้อบกพร่อง
locker,ตู้เก็บของ
peel,ปอก
campaign,แคมเปญ
twist,บิด
spell,สะกด
objective,วัตถุประสงค์
plea,ข้ออ้างคำร้องขอ
goddamn,Goddamn
import,นำเข้า
stack,ซ้อนกัน
gosh,เอ้ย
philosophical,เกี่ยวกับปรัชญา
junk,ขยะ
bicycle,จักรยาน
vocal,เสียงร้อง
chew,เคี้ยว
destiny,โชคชะตา
ambitious,ทะเยอทะยาน
unbelievable,เหลือเชื่อ
vice,รอง
halfway,ครึ่งทาง
jealous,อิจฉา
sphere,ทรงกลม
invade,บุก
sponsor,ผู้สนับสนุน
excessive,มากเกินไป
countless,นับไม่ถ้วน
sunset,พระอาทิตย์ตก
interior,ภายใน
accounting,การบัญชี
faithful,ซื่อสัตย์
freely,อย่างอิสระ
extract,สารสกัด
adaptation,การปรับตัว
ray,เรย์
depressed,หดหู่
emperor,จักรพรรดิ
wagon,เกวียน
columnist,คอลัมนิสต์
jungle,ป่า
embarrassed,เขินอาย
trillion,ล้านล้าน
breeze,สายลม
blame,ตำหนิ
foster,อุปถัมภ์
venue,สถานที่จัดงาน
discourage,กีดกัน
disturbing,ซึ่งรบกวน
riot,จลาจล
isolation,การแยกตัว
explicit,ชัดเจน
commodity,สินค้า
attendance,การเข้าร่วม
tab,แท็บ
consequently,เพราะเหตุนี้
dough,แป้งโด
novel,นิยาย
streak,ริ้ว
silk,ผ้าไหม
similarity,ความคล้ายคลึงกัน
steak,สเต็ก
dancing,การเต้นรำ
petition,คำร้อง
viable,ทำงานได้
breathing,การหายใจ
mm,มม.
balloon,บอลลูน
monument,อนุสาวรีย์
try,พยายาม
cue,คิว
sleeve,ปลอกหุ้ม
toll,โทร
reluctant,ไม่เต็มใจ
warrant,รับรอง
stiff,แข็ง
tattoo,สัก
softly,เบา ๆ
sudden,กะทันหัน
graduation,การสำเร็จการศึกษา
japanese,ญี่ปุ่น
deliberately,อย่างจงใจ
consecutive,ติดต่อกัน
upgrade,อัพเกรด
associate,เชื่อมโยง
accurately,อย่างถูกต้อง
strictly,อย่างเคร่งครัด
leak,รั่ว
casualty,ผู้เสียชีวิต
risky,เสี่ยง
banana,กล้วย
blank,ว่างเปล่า
beneficial,เป็นประโยชน์
shrink,หด
chat,แชท
rack,ชั้น
rude,หยาบคาย
usage,การใช้งาน
testament,พินัยกรรม
browser,เบราว์เซอร์
processor,เครื่องประมวลผล
thigh,ต้นขา
perceived,ที่รับรู้
yield,ผลผลิต
talking,การพูด
merchant,พ่อค้า
quantum,ควอนตัม
eyebrow,คิ้ว
surrounding,รอบๆ
vocabulary,คำศัพท์
ashamed,ละอาย
eh,เอ๊ะ
radar,เรดาร์
stunning,น่าทึ่ง
murderer,ฆาตกร
burger,เบอร์เกอร์
collar,ปลอกคอ
align,จัดแนว
textbook,หนังสือเรียน
sensation,ความรู้สึก
afterward,หลังจากนั้น
charm,เสน่ห์
sunny,แดดจัด
hammer,ค้อน
keyboard,คีย์บอร์ด
persist,คงอยู่
wheat,ข้าวสาลี
predator,นักล่า
bizarre,แปลกประหลาด
